dt,age_cd,sex_cd,home_sido_nm,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r,h1d1h1_dur_r
20190506,0,NULL,NULL,0.058428199,0.921939072,0.112529341,0.867835297,0.134914007,0.861238968,0.232243846,0.763911762
20190506,10,NULL,NULL,0.117353915,0.882004585,0.324988063,0.674370437,0.158354304,0.84162256,0.286726042,0.713250822
20190506,70,NULL,NULL,0.11789564,0.877797963,0.333740697,0.661952906,0.118725132,0.881244783,0.293016734,0.70695318
20190506,NULL,NULL,NULL,0.1771677,0.821997292,0.48967255,0.509492391,0.193201205,0.806716786,0.378594659,0.621323332
20190506,NULL,NULL,野껋럩湲썽겫怨룸즲,0.187761443,0.81144998,0.460845503,0.538364897,0.210419867,0.789505469,0.403729408,0.596195927
20190506,NULL,NULL,?겸뫗猿??ㅻ즲,0.18731937,0.811389683,0.481359533,0.517349519,0.225983098,0.773841774,0.40968864,0.590136231
20190506,40,NULL,NULL,0.188855075,0.81107779,0.562373414,0.437559451,0.19156463,0.808431695,0.393767096,0.606229228
20190506,NULL,2,NULL,0.144675202,0.854405116,0.429865488,0.569214727,0.170955819,0.828971274,0.352143605,0.647783385
20190506,NULL,NULL,野껋럡由??0.17268297930145365,0.827304682,0.509212037,0.490775624,0.187362554,0.812636467,0.373582745,0.626416276,
20190506,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.1776085051839329,0.809954203,0.477087794,0.510474914,0.227100567,0.771463718,0.406189975,0.592374311,
20190506,NULL,NULL,揶쏅벡???0.17806147179632714,0.819988495,0.444975735,0.553074232,0.210013156,0.789820131,0.388679488,0.611153799,
20190506,NULL,NULL,?紐꾧텦?용쵐肉??0.19452979666265535,0.802590348,0.48050152,0.516618625,0.2041433,0.795658615,0.397529721,0.602272194,
20190506,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.173517537,0.824618312,0.462308692,0.535827157,0.206175888,0.793609393,0.393182605,0.606602676
20190506,NULL,NULL,?봔?怨뚰굝????0.191346136,0.808131169,0.481895547,0.517581757,0.196952895,0.802978242,0.380414594,0.619516543,
20190506,NULL,NULL,?袁⑥뵬?브낮猷?0.197307249,0.800818053,0.481528538,0.516596763,0.220784338,0.779087168,0.408800763,0.591070743,
20190506,NULL,NULL,野껋럩湲??ㅻ즲,0.190836929,0.808592769,0.482576447,0.516853251,0.202046428,0.797883644,0.400613058,0.599317014
20190506,NULL,NULL,??뽰뒻?諛명??0.16638200181061621,0.833515908,0.496468356,0.503429554,0.175502068,0.824487405,0.346504088,0.653485385,
20190506,NULL,NULL,?袁⑥뵬??ㅻ즲,0.190871394,0.807654416,0.466233319,0.532292491,0.228056376,0.771839462,0.414737307,0.58515853
20190513,NULL,NULL,NULL,0.174661178,0.82516852,0.487353311,0.512476388,0.186546401,0.813200669,0.355756494,0.643990576
20190513,NULL,NULL,???袁㏉굝????0.165053523,0.834552568,0.464496293,0.535109797,0.189250939,0.809732271,0.357001899,0.641981311,
20190513,NULL,NULL,?紐꾧텦?용쵐肉??0.1834227949397785,0.815927293,0.478366226,0.520983861,0.193578458,0.805682511,0.367559193,0.631701776,
20190513,NULL,NULL,野껋럩湲썽겫怨룸즲,0.182152182,0.817704012,0.462013543,0.537842651,0.202838401,0.796920902,0.377500943,0.62225836
20190513,NULL,NULL,???닌덊굝????0.164746909,0.835113687,0.482418494,0.517442103,0.172526258,0.827219477,0.356482209,0.643263527,
20190513,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.17749072,0.822254467,0.464226134,0.535519053,0.220602019,0.778881863,0.382765731,0.616718151
20190513,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19519108045712405,0.802800366,0.497811081,0.500180365,0.191291918,0.806804283,0.369351434,0.628744767,
20190513,NULL,1,NULL,0.205602775,0.794218503,0.54381729,0.456003987,0.209117447,0.790610046,0.379662497,0.620064997
20190513,NULL,2,NULL,0.141932182,0.857906424,0.427627583,0.572211023,0.162671496,0.837096281,0.330469516,0.669298261
20190513,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.1761433303347726,0.823499418,0.492246932,0.507395816,0.177153988,0.822372985,0.349302977,0.650223996,
20190513,NULL,NULL,?紐꾩퓝?용쵐肉??0.1699837454300971,0.829900048,0.497094886,0.502788908,0.175568711,0.824245359,0.345719882,0.654094188,
20190513,10,NULL,NULL,0.117865717,0.881958075,0.327346654,0.672477138,0.14107411,0.85879793,0.260911881,0.738960158
20190513,NULL,NULL,?袁⑥뵬??ㅻ즲,0.197714886,0.802013457,0.466613455,0.533114888,0.200358961,0.799252338,0.35645773,0.643153568
20190513,NULL,NULL,?겸뫗猿??ㅻ즲,0.187713362,0.812074217,0.478008046,0.521779533,0.22224828,0.777325628,0.389607908,0.609965999
20190513,NULL,NULL,野껋럡由??0.17076008021255612,0.829237966,0.505465382,0.494532664,0.182113081,0.817883792,0.357441137,0.642555736,
20190513,NULL,NULL,揶쏅벡???0.17497913321538797,0.824689469,0.440273647,0.559394956,0.209713183,0.789794742,0.380916725,0.6185912,
20190513,NULL,NULL,?袁⑥뵬?브낮猷?0.194067956,0.805507417,0.477811296,0.521764078,0.213320208,0.78624205,0.381814417,0.617747841,
20190513,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.16996343968641864,0.826024107,0.474074674,0.521912872,0.210321704,0.785024848,0.379316785,0.616029768,
20190513,NULL,NULL,??뽰뒻?諛명??0.16416799143720265,0.835816603,0.492623669,0.507360926,0.169299541,0.830654242,0.332219632,0.667734152,
20190513,20,NULL,NULL,0.206113253,0.793753114,0.484101021,0.515765346,0.254714355,0.745227276,0.369249544,0.630692088
20190513,NULL,NULL,野껋럩湲??ㅻ즲,0.182781261,0.817104128,0.481902487,0.517982901,0.191500492,0.808308231,0.356671134,0.643137589
20190513,NULL,NULL,?봔?怨뚰굝????0.187968981,0.81189286,0.482782532,0.517079308,0.190518945,0.809232864,0.349186069,0.650565741,
20190513,30,NULL,NULL,0.193459311,0.806490963,0.550021441,0.449928833,0.213452236,0.786511756,0.369960527,0.630003465
20190513,40,NULL,NULL,0.185954723,0.814020071,0.560220172,0.439754622,0.182208004,0.817772418,0.366344808,0.633635614
20190513,60,NULL,NULL,0.163405757,0.836519474,0.451319779,0.548605452,0.165238213,0.834693673,0.370305436,0.629626449
20190513,0,NULL,NULL,0.055000349,0.940690983,0.111726823,0.883964509,0.116788061,0.873138371,0.204182181,0.785744251
20190513,50,NULL,NULL,0.190660991,0.809305694,0.54668049,0.453286196,0.186795041,0.813176404,0.403282519,0.596688926
20190513,70,NULL,NULL,0.115179228,0.884421131,0.327605267,0.671995092,0.114104276,0.88563013,0.267427193,0.732307212
20190520,NULL,NULL,???袁㏉굝????0.163362172,0.836332995,0.462504782,0.537190385,0.199809956,0.799213413,0.374738225,0.624285144,
20190520,NULL,NULL,?紐꾧텦?용쵐肉??0.1844049684653188,0.815121097,0.479654431,0.519871634,0.208916259,0.790340229,0.391407288,0.6078492,
20190520,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.1695599568245091,0.830193801,0.488861624,0.510892135,0.19599011,0.803519059,0.387956744,0.611552425,
20190520,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.16882483591654626,0.828564502,0.473447851,0.523941487,0.218680256,0.776738614,0.398268704,0.597150166,
20190520,30,NULL,NULL,0.191856834,0.8081006,0.548235573,0.451721861,0.223723947,0.7762432,0.392899792,0.607067356
20190520,40,NULL,NULL,0.184390127,0.815592508,0.558351541,0.441631094,0.192219988,0.807759222,0.3884372,0.611542011
20190520,60,NULL,NULL,0.161578895,0.838375705,0.448466309,0.551488292,0.173672291,0.826251391,0.388583117,0.611340564
20190520,20,NULL,NULL,0.202284464,0.797600792,0.480223521,0.519661736,0.260054768,0.739889587,0.382019474,0.617924881
20190520,NULL,NULL,NULL,0.172649378,0.827228928,0.484970041,0.514908265,0.195129836,0.804620734,0.374929635,0.624820885
20190520,0,NULL,NULL,0.053850226,0.943133615,0.109563739,0.887420101,0.125723998,0.86445916,0.226284864,0.763895688
20190520,50,NULL,NULL,0.188999113,0.810974717,0.544628049,0.455345781,0.196529638,0.803439963,0.423213361,0.576756239
20190520,70,NULL,NULL,0.113410864,0.886371025,0.323600184,0.676181705,0.119991213,0.879759042,0.281936505,0.71781375
20190520,NULL,1,NULL,0.203304142,0.796559469,0.541131031,0.45873258,0.218998031,0.78073434,0.401800949,0.597931421
20190520,NULL,2,NULL,0.140222682,0.859671168,0.425562789,0.574331062,0.169881992,0.829887829,0.346505083,0.653264636
20190520,NULL,NULL,??뽰뒻?諛명??0.1651266948898594,0.83486034,0.492025216,0.507961819,0.175552142,0.82440505,0.345037073,0.654920119,
20190520,10,NULL,NULL,0.115374119,0.884477525,0.325835783,0.674015861,0.147455747,0.852402187,0.277752451,0.722105484
20190520,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19046540454475447,0.807895012,0.49770428,0.500656137,0.210424983,0.787712268,0.426713866,0.571423385,
20190520,NULL,NULL,揶쏅벡???0.17375993586955957,0.82600578,0.436540017,0.563225698,0.215341587,0.784166416,0.388938521,0.610567808,
20190520,NULL,NULL,?袁⑥뵬?브낮猷?0.184333077,0.815421328,0.470302297,0.529452108,0.217443514,0.782132426,0.397675806,0.601900133,
20190520,NULL,NULL,野껋럡由??0.1702680467567501,0.829730586,0.503695975,0.496302658,0.18858091,0.811416746,0.371425665,0.628571991,
20190520,NULL,NULL,?袁⑥뵬??ㅻ즲,0.181250713,0.818545755,0.459293794,0.540502674,0.210817054,0.788813412,0.396175407,0.60345506
20190520,NULL,NULL,?겸뫗猿??ㅻ즲,0.183820275,0.816027461,0.474857139,0.524990597,0.229416667,0.77022514,0.40600622,0.593635587
20190520,NULL,NULL,野껋럩湲??ㅻ즲,0.179796339,0.820129417,0.47878967,0.521136086,0.207430208,0.792371809,0.395055046,0.604746971
20190520,NULL,NULL,?봔?怨뚰굝????0.183751786,0.816139872,0.480557415,0.519334243,0.201426998,0.798329853,0.378340842,0.62141601,
20190520,NULL,NULL,野껋럩湲썽겫怨룸즲,0.177266183,0.822616715,0.456572969,0.543309929,0.216226094,0.783517302,0.398216832,0.601526564
20190520,NULL,NULL,???닌덊굝????0.166217367,0.8336944,0.480802407,0.519109359,0.185617529,0.814132477,0.375929263,0.623820743,
20190520,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.174343623,0.825481279,0.459394646,0.540430256,0.218081033,0.781408264,0.393253658,0.606235639
20190520,NULL,NULL,?紐꾩퓝?용쵐肉??0.16924892667328545,0.830671084,0.494808504,0.505111507,0.181512673,0.818265961,0.359468838,0.640309797,
20190527,NULL,2,NULL,0.138279625,0.861631797,0.419977853,0.579933569,0.169354099,0.829706996,0.343127366,0.655933729
20190527,NULL,NULL,野껋럩湲썽겫怨룸즲,0.17383735,0.826069026,0.448571098,0.551335279,0.215295045,0.783806373,0.39211206,0.606988341
20190527,NULL,NULL,???닌덊굝????0.159731589,0.840222284,0.472695661,0.527258213,0.184721999,0.814413377,0.375075825,0.624059551,
20190527,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.168202784,0.831614079,0.449039822,0.550777041,0.216079731,0.78191224,0.388521625,0.609470346
20190527,NULL,NULL,揶쏅벡???0.17058031810029006,0.829229206,0.430652946,0.569156578,0.214891838,0.783213431,0.387276849,0.610828421,
20190527,NULL,NULL,?袁⑥뵬?브낮猷?0.176149123,0.823667525,0.459599946,0.540216702,0.209342828,0.788807281,0.388318966,0.609831143,
20190527,NULL,NULL,野껋럩湲??ㅻ즲,0.176561065,0.823373968,0.468029007,0.531906026,0.208361662,0.791096945,0.390887102,0.608572279
20190527,NULL,NULL,?봔?怨뚰굝????0.176776014,0.823163599,0.469598844,0.53034077,0.195819202,0.803590994,0.369978409,0.629431787,
20190527,NULL,NULL,???袁㏉굝????0.161228523,0.838538391,0.45546445,0.544302463,0.198755198,0.798168064,0.371331647,0.625591615,
20190527,NULL,NULL,?紐꾧텦?용쵐肉??0.18100093148063054,0.81861205,0.470703344,0.528909637,0.207175653,0.789956494,0.386209157,0.61092299,
20190527,40,NULL,NULL,0.182199907,0.817776356,0.551984475,0.447991788,0.193222556,0.806708191,0.386817972,0.613112775
20190527,60,NULL,NULL,0.157354737,0.842604181,0.43689198,0.563066938,0.172208253,0.827416538,0.386773789,0.612851002
20190527,NULL,NULL,??뽳폒?諛명?癒?뒄??0.20001601714535927,0.798543717,0.488478721,0.510081013,0.214949543,0.777580219,0.422594458,0.569935304,
20190527,0,NULL,NULL,0.05353025,0.94407715,0.10692144,0.89068596,0.124813609,0.853767667,0.21958786,0.758993417
20190527,50,NULL,NULL,0.185199248,0.814773791,0.534921066,0.465051973,0.196373513,0.803522343,0.422069069,0.577826787
20190527,70,NULL,NULL,0.110529359,0.889299805,0.312737787,0.687091377,0.118262589,0.877245677,0.280247934,0.715260332
20190527,20,NULL,NULL,0.199865601,0.800043852,0.476025627,0.523883827,0.259742799,0.740020476,0.37274547,0.627017804
20190527,10,NULL,NULL,0.11278129,0.887097527,0.32205712,0.677821697,0.146219445,0.853204018,0.267579018,0.731844445
20190527,30,NULL,NULL,0.19103973,0.808922536,0.544368451,0.455593815,0.225294081,0.774604724,0.390980753,0.608918053
20190527,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.17714455007896884,0.822646753,0.486915758,0.512875544,0.201082322,0.796921802,0.384014344,0.61398978,
20190527,NULL,NULL,??뽰뒻?諛명??0.16241231035772166,0.837575693,0.486997481,0.512990523,0.174533962,0.825363452,0.341106039,0.658791376,
20190527,NULL,NULL,?紐꾩퓝?용쵐肉??0.16710390773926675,0.832839331,0.488795085,0.511148154,0.180752234,0.818530342,0.35601172,0.643270857,
20190527,NULL,NULL,野껋럡由??0.1686766163258114,0.831322406,0.498118747,0.501880275,0.188439043,0.811553725,0.368373306,0.631619462,
20190527,NULL,NULL,NULL,0.170067804,0.829830998,0.478084329,0.521814473,0.195119918,0.80401525,0.371423114,0.627712054
20190527,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176047551,0.823795367,0.44723736,0.552605559,0.212814155,0.785799494,0.392420125,0.606193524
20190527,NULL,NULL,?겸뫗猿??ㅻ즲,0.187138039,0.812728599,0.471842209,0.528024429,0.248331705,0.75020131,0.416007096,0.582525919
20190527,NULL,1,NULL,0.200135123,0.799751741,0.5330452,0.466841664,0.2194909,0.779714331,0.398187065,0.601018165
20190527,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.16888346474462937,0.828462872,0.467897364,0.529448972,0.217636286,0.769750519,0.389991943,0.597394862,
20190603,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.18160976500459244,0.809338877,0.466662891,0.524285752,0.217573706,0.780034268,0.386625831,0.610982144,
20190603,40,NULL,NULL,0.192827996,0.807116275,0.549915653,0.450028618,0.193642868,0.806348049,0.387650076,0.61234084
20190603,NULL,1,NULL,0.207227738,0.792219971,0.528355481,0.471092228,0.211408857,0.788448362,0.392424619,0.6074326
20190603,20,NULL,NULL,0.20699579,0.792759464,0.471600575,0.528154679,0.236534957,0.763444263,0.348959227,0.651019993
20190603,NULL,NULL,NULL,0.178243144,0.821143586,0.475338906,0.524047824,0.189508518,0.810357813,0.365053343,0.634812988
20190603,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.18362198122045942,0.815000743,0.484120812,0.514501913,0.190076347,0.809659176,0.373815867,0.625919656,
20190603,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19995861684044938,0.793888171,0.489387009,0.50445978,0.205707814,0.79349039,0.404818805,0.594379399,
20190603,NULL,NULL,?봔?怨뚰굝????0.178174741,0.821400248,0.466695426,0.532879563,0.185186844,0.81467509,0.362530424,0.63733151,
20190603,NULL,NULL,?袁⑥뵬?브낮猷?0.184110148,0.81451294,0.457315082,0.541308007,0.200296296,0.799473121,0.380288065,0.619481352,
20190603,NULL,NULL,???袁㏉굝????0.169550111,0.828637321,0.45433774,0.543849693,0.188597943,0.810810238,0.359151586,0.640256595,
20190603,30,NULL,NULL,0.202984245,0.796931755,0.542327792,0.457588209,0.220689608,0.779297491,0.385375749,0.61461135
20190603,50,NULL,NULL,0.190604743,0.809320424,0.532727667,0.4671975,0.189600789,0.810385412,0.416880391,0.58310581
20190603,0,NULL,NULL,0.07483643,0.910781008,0.126602602,0.859014836,0.139836004,0.854573675,0.233933769,0.760475909
20190603,10,NULL,NULL,0.121588518,0.877908386,0.307006813,0.692490091,0.146907715,0.853018084,0.261784727,0.738141072
20190603,70,NULL,NULL,0.1124989,0.884426193,0.313078366,0.683846728,0.114183155,0.885723103,0.273610857,0.726295401
20190603,60,NULL,NULL,0.161775968,0.837958008,0.436680811,0.563053166,0.166305937,0.833662187,0.380159746,0.619808378
20190603,NULL,NULL,?袁⑥뵬??ㅻ즲,0.189284697,0.809622569,0.450687679,0.548219586,0.209268246,0.790514366,0.386633977,0.613148636
20190603,NULL,NULL,?紐꾩퓝?용쵐肉??0.1744452114444232,0.824962358,0.484148053,0.515259517,0.176790331,0.823121971,0.348823547,0.651088754,
20190603,NULL,NULL,野껋럡由??0.17696825863773138,0.823026061,0.494211391,0.50578293,0.183951691,0.816047917,0.362253036,0.637746573,
20190603,NULL,2,NULL,0.147597317,0.851724939,0.419283721,0.580038535,0.166352977,0.83352299,0.336113301,0.663762666
20190603,NULL,NULL,野껋럩湲썽겫怨룸즲,0.18212302,0.81728359,0.444595869,0.554810742,0.213377749,0.786472622,0.390559609,0.609290763
20190603,NULL,NULL,?겸뫗猿??ㅻ즲,0.202254555,0.796842775,0.469412888,0.529684441,0.231752254,0.76804351,0.401389905,0.59840586
20190603,NULL,NULL,野껋럩湲??ㅻ즲,0.185451676,0.81415479,0.469693055,0.529913411,0.202291788,0.797600107,0.386683298,0.613208596
20190603,NULL,NULL,??뽰뒻?諛명??0.17017439569683848,0.829748542,0.483067388,0.51685555,0.172319192,0.827657002,0.335890418,0.664085776,
20190603,NULL,NULL,???닌덊굝????0.168374165,0.831015472,0.471870413,0.527519224,0.183000644,0.816883002,0.377233789,0.622649857,
20190603,NULL,NULL,揶쏅벡???0.18025055290059674,0.818380253,0.426154692,0.572476114,0.203147024,0.796562694,0.373359458,0.62635026,
20190603,NULL,NULL,?紐꾧텦?용쵐肉??0.18859856727295626,0.809399886,0.468899125,0.529099328,0.200942624,0.798670614,0.384413795,0.615199444,
20190603,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.1789046,0.819769793,0.446304464,0.552369929,0.206314019,0.793396668,0.37848199,0.621228698
20190610,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19616399125887612,0.800979467,0.490626289,0.506517169,0.213467329,0.784631357,0.413988413,0.584110273,
20190610,NULL,NULL,野껋럩湲썽겫怨룸즲,0.179587134,0.820175303,0.45403262,0.545729817,0.212591773,0.787173723,0.385982821,0.613782674
20190610,NULL,NULL,???닌덊굝????0.176023855,0.823731527,0.485173967,0.514581415,0.19249987,0.80727909,0.374187612,0.625591349,
20190610,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.173145186,0.826370306,0.454330574,0.545184918,0.214430149,0.78509835,0.38137416,0.618154339
20190610,NULL,NULL,野껋럡由??0.16999661836237323,0.830000653,0.49939111,0.500606161,0.18815365,0.811843231,0.363517217,0.636479664,
20190610,NULL,2,NULL,0.140826514,0.85891976,0.422253594,0.577492679,0.169888252,0.829893578,0.338364867,0.661416963
20190610,30,NULL,NULL,0.195058072,0.804879933,0.549731724,0.45020628,0.22999153,0.769976758,0.39245983,0.607508458
20190610,20,NULL,NULL,0.200149801,0.799692691,0.46880593,0.531036561,0.253487246,0.746453497,0.364320113,0.63562063
20190610,NULL,1,NULL,0.20377887,0.795956104,0.536898612,0.462836362,0.218257323,0.781484934,0.39133417,0.608408088
20190610,40,NULL,NULL,0.187023847,0.812947754,0.558513159,0.441458443,0.194344785,0.805635384,0.381612383,0.618367787
20190610,60,NULL,NULL,0.161494411,0.838391998,0.443886325,0.556000085,0.172123253,0.827816818,0.380663241,0.619276831
20190610,NULL,NULL,NULL,0.173192464,0.826548,0.481196502,0.518543962,0.194756438,0.805005046,0.365598189,0.634163295
20190610,NULL,NULL,揶쏅벡???0.17317490521327597,0.826306118,0.432635678,0.566845345,0.20898079,0.790548627,0.373988585,0.625540832,
20190610,NULL,NULL,?袁⑥뵬?브낮猷?0.169341992,0.830104653,0.456046544,0.5434001,0.200474449,0.799096618,0.375475226,0.624095842,
20190610,NULL,NULL,?紐꾩퓝?용쵐肉??0.16995694186572843,0.829831223,0.491500266,0.508287898,0.182495652,0.81731574,0.350682694,0.649128698,
20190610,NULL,NULL,野껋럩湲??ㅻ즲,0.184991542,0.814843634,0.477791586,0.52204359,0.208336542,0.791472324,0.383916314,0.615892552
20190610,NULL,NULL,?봔?怨뚰굝????0.173216796,0.826574654,0.47110512,0.52868633,0.186477588,0.813278276,0.355388833,0.64436703,
20190610,NULL,NULL,?袁⑥뵬??ㅻ즲,0.190645145,0.808903197,0.460710369,0.538837973,0.242810103,0.756847906,0.407653672,0.592004337
20190610,NULL,NULL,?겸뫗猿??ㅻ즲,0.198354988,0.801244236,0.478557551,0.521041673,0.238966492,0.760694293,0.404203412,0.595457373
20190610,NULL,NULL,??뽰뒻?諛명??0.1635889237688137,0.836381497,0.48664099,0.513329431,0.174151006,0.82581037,0.336268168,0.663693208,
20190610,10,NULL,NULL,0.11099863,0.888770442,0.314834275,0.684934797,0.138586057,0.861247947,0.249983448,0.749850556
20190610,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.1743252740204996,0.82519768,0.485944996,0.513577958,0.201729731,0.797806474,0.37842774,0.621108465,
20190610,NULL,NULL,???袁㏉굝????0.162685347,0.836661416,0.457156658,0.542190104,0.195232018,0.803768684,0.363462777,0.635537925,
20190610,NULL,NULL,?紐꾧텦?용쵐肉??0.18271890725202503,0.816358527,0.476954903,0.522122532,0.204170413,0.795131136,0.379590301,0.619711247,
20190610,0,NULL,NULL,0.056334789,0.936636045,0.110039495,0.882931339,0.13056691,0.860156434,0.222999756,0.767723588
20190610,50,NULL,NULL,0.190156861,0.809802399,0.541986899,0.457972361,0.196466134,0.803508999,0.415560961,0.584414172
20190610,70,NULL,NULL,0.111727674,0.887583839,0.317754378,0.681557136,0.118026058,0.881771249,0.276043588,0.723753719
20190610,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.17581717575516953,0.818919274,0.474163954,0.520572496,0.220724897,0.774880535,0.384935566,0.610669866,
20190617,NULL,2,NULL,0.144582742,0.855311024,0.421424975,0.578468791,0.17973371,0.820024028,0.346017242,0.653740496
20190617,NULL,NULL,揶쏅벡???0.1826052966210619,0.817140588,0.437700575,0.56204531,0.227303823,0.772197977,0.394620553,0.604881248,
20190617,NULL,NULL,?袁⑥뵬?브낮猷?0.18188218,0.817895002,0.463468498,0.536308684,0.216015291,0.78351286,0.381678072,0.617850079,
20190617,10,NULL,NULL,0.117788646,0.882087644,0.312855258,0.687021031,0.156814317,0.843004834,0.2668759,0.732943252
20190617,NULL,NULL,野껋럡由??0.17084349671483254,0.82915514,0.496028323,0.503970314,0.192791429,0.807204677,0.368034173,0.631961933,
20190617,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.18446205051272924,0.815282779,0.488598444,0.511146386,0.201934822,0.797533298,0.375391123,0.624076996,
20190617,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.18111388128356126,0.816238471,0.477824046,0.519528307,0.233881474,0.761336212,0.399661142,0.595556544,
20190617,NULL,NULL,野껋럩湲썽겫怨룸즲,0.189007306,0.810899875,0.457465085,0.542442096,0.233144902,0.766589902,0.402576192,0.597158612
20190617,NULL,NULL,???닌덊굝????0.182325341,0.817597993,0.48482473,0.515098603,0.210925222,0.788812344,0.388436634,0.611300932,
20190617,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.179536388,0.82031402,0.456246735,0.543603673,0.227231786,0.772223504,0.393149299,0.606305991
20190617,NULL,NULL,野껋럩湲??ㅻ즲,0.190083244,0.809829363,0.480027124,0.519885483,0.225531323,0.774259089,0.396839683,0.602950729
20190617,NULL,NULL,?봔?怨뚰굝????0.181059698,0.818840165,0.473361189,0.526538674,0.219375016,0.780397401,0.38328126,0.616491157,
20190617,NULL,NULL,?袁⑥뵬??ㅻ즲,0.19275725,0.807069548,0.459404664,0.540422134,0.221105142,0.778536908,0.388196365,0.611445685
20190617,NULL,NULL,?겸뫗猿??ㅻ즲,0.204189789,0.795645635,0.482631903,0.517203521,0.25061287,0.749008981,0.414421,0.58520085
20190617,30,NULL,NULL,0.19645092,0.803505666,0.549074026,0.45088256,0.233327388,0.766638909,0.3967158,0.603250497
20190617,NULL,1,NULL,0.207572537,0.792292018,0.536376559,0.463487996,0.227828283,0.771894225,0.39996867,0.599753837
20190617,NULL,NULL,???袁㏉굝????0.171570454,0.828075351,0.461976542,0.537669264,0.20945009,0.789551548,0.375136551,0.623865087,
20190617,NULL,NULL,?紐꾧텦?용쵐肉??0.18675789981078042,0.812796043,0.476541859,0.523012083,0.211217008,0.787997496,0.385096796,0.614117708,
20190617,20,NULL,NULL,0.215330206,0.784581517,0.469785784,0.530125939,0.290590207,0.709330688,0.401033201,0.598887693
20190617,NULL,NULL,NULL,0.176967718,0.822911029,0.480525093,0.519353655,0.204460598,0.795279027,0.373755318,0.625984307
20190617,NULL,NULL,??뽰뒻?諛명??0.1633326518882522,0.836650977,0.481896407,0.518087222,0.181165985,0.818783192,0.342994541,0.656954635,
20190617,40,NULL,NULL,0.188119479,0.811855555,0.557671279,0.442303756,0.197843311,0.802136619,0.384557655,0.615422274
20190617,60,NULL,NULL,0.163196917,0.836754919,0.442794162,0.557157675,0.176577029,0.823351313,0.380666742,0.619261599
20190617,0,NULL,NULL,0.059523535,0.937341988,0.112575417,0.884290107,0.136246522,0.853773183,0.230774361,0.759245345
20190617,50,NULL,NULL,0.191594582,0.808376325,0.541065684,0.458905223,0.201126195,0.798846829,0.416965017,0.583008006
20190617,70,NULL,NULL,0.113866159,0.885927109,0.316790501,0.683002768,0.122455952,0.877318903,0.275809141,0.723965714
20190617,NULL,NULL,??뽳폒?諛명?癒?뒄??0.21153762653351413,0.78678549,0.500810295,0.497512821,0.231008476,0.766861057,0.425299054,0.572570479,
20190617,NULL,NULL,?紐꾩퓝?용쵐肉??0.17069209328583757,0.82922058,0.488513473,0.5113992,0.184783323,0.815024372,0.353145464,0.646662231,
20190624,NULL,NULL,野껋럩湲??ㅻ즲,0.196430575,0.803507577,0.474664108,0.525274044,0.203990139,0.795798031,0.359050937,0.640737233
20190624,NULL,NULL,?봔?怨뚰굝????0.203744245,0.796187686,0.476800281,0.523131649,0.206330715,0.793382895,0.353381593,0.646332017,
20190624,10,NULL,NULL,0.134968836,0.864897678,0.316915488,0.682951027,0.143723113,0.856064046,0.241632063,0.758155096
20190624,NULL,NULL,揶쏅벡???0.1912886023405961,0.808488156,0.446508157,0.553268601,0.216973627,0.782494285,0.374934324,0.624533588,
20190624,NULL,NULL,?袁⑥뵬?브낮猷?0.189584045,0.810182929,0.462762609,0.537004365,0.199000032,0.80044694,0.351886416,0.647560556,
20190624,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.19325871243082804,0.80380454,0.487711469,0.509351783,0.226345416,0.768296892,0.380301405,0.614340902,
20190624,0,NULL,NULL,0.062587181,0.934691494,0.114573573,0.882705103,0.128157539,0.860592107,0.214111015,0.774638631
20190624,50,NULL,NULL,0.192675996,0.807291732,0.536997898,0.46296983,0.191257887,0.808703756,0.39363343,0.606328214
20190624,70,NULL,NULL,0.116471026,0.88331717,0.313800681,0.685987515,0.11590426,0.883868867,0.255755306,0.744017821
