,dt,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r
722,20190422,0.183631004,0.816304447,0.474564343,0.525371108,0.224698289,0.775118174,0.412402861
723,20190422,0.806706001,0.478566896,0.521365054,0.228473625,0.771255007,0.400155135,0.599573498
724,20190422,0.107897289,0.891996341,0.307735184,0.692158446,0.149485739,0.850348386,0.264406513
725,20190422,0.181864842,0.818117791,0.551572022,0.448410612,0.193808482,0.806172684,0.39353924
726,20190422,0.159351801,0.840596354,0.443489583,0.556458572,0.18072046,0.81920138,0.41066197
727,20190422,0.835549535,0.477479145,0.522328743,0.198459514,0.801017147,0.387865224,0.611609781
728,20190429,0.121866913,0.878011384,0.309769805,0.690108491,0.246588935,0.752819408,0.379364837
729,20190429,0.191034547,0.808938205,0.525181847,0.474790905,0.225264911,0.774637207,0.454661511
730,20190429,0.828322609,0.428892611,0.570955795,0.261331568,0.736798206,0.441153931,0.556975843
731,20190429,0.816229453,0.453365884,0.54628769,0.263373458,0.733951004,0.447347935,0.549976526
732,20190429,0.801004177,0.462932404,0.537011871,0.236845535,0.762507384,0.414967374,0.584385544
733,20190429,0.181385032,0.818536333,0.459902095,0.54001927,0.287642823,0.710977948,0.468545054
734,20190429,0.185436674,0.814390702,0.446790718,0.553036657,0.257377162,0.741227337,0.442058448
735,20190429,0.795732752,0.487748447,0.512057341,0.253990191,0.744220408,0.446245357,0.551965241
736,20190429,0.190161936,0.809741708,0.446664592,0.553239053,0.259696865,0.739500515,0.446739657
737,20190429,0.771503749,0.490501562,0.50942847,0.222746251,0.776438774,0.418272813,0.580912212
738,20190429,0.838243202,0.442803067,0.556996573,0.262411542,0.734715331,0.441209603,0.55591727
739,20190429,0.828814194,0.4809083,0.519091111,0.248061536,0.75192374,0.433448216,0.56653706
740,20190429,0.822267828,0.454200543,0.545615065,0.256540583,0.741638548,0.444817657,0.553361474
741,20190429,0.82049786,0.460140197,0.53752488,0.327763962,0.659439988,0.501937422,0.485266528
742,20190429,0.200862752,0.799102025,0.520442194,0.479522584,0.285732459,0.714171324,0.455883783
743,20190429,0.831986668,0.470817348,0.529130347,0.231723642,0.767493638,0.410176615,0.589040665
744,20190429,0.178765127,0.821142106,0.466572725,0.533334508,0.246839953,0.752313906,0.428529216
745,20190429,0.164828009,0.835120517,0.440511555,0.559436971,0.191343211,0.808322013,0.408708973
746,20190429,0.149568521,0.850352379,0.414478455,0.585442446,0.226974207,0.772126717,0.407203376
747,20190429,0.213484573,0.786425804,0.461502796,0.538407581,0.316427861,0.683325384,0.428080654
748,20190429,0.075500739,0.922405979,0.135406445,0.862500273,0.227327508,0.748179484,0.346562167
749,20190429,0.206425893,0.793468392,0.515926659,0.483967626,0.265660692,0.733543315,0.448733244
750,20190429,0.188784789,0.811196099,0.530267524,0.469713365,0.25841058,0.741522531,0.460271157
751,20190429,0.118053237,0.881803186,0.323927803,0.67592862,0.135491355,0.861024805,0.303261713
752,20190429,0.19149495,0.808452073,0.461686633,0.53826039,0.25352667,0.745833714,0.442260472
753,20190429,0.169584057,0.830272816,0.443731485,0.556125388,0.263749754,0.734423751,0.445760919
754,20190429,0.835523475,0.46506701,0.53492318,0.230858913,0.769008902,0.39858152,0.601286294
755,20190429,0.81079669,0.481739891,0.516791815,0.229204627,0.763943332,0.447484365,0.545663594
756,20190506,0.198360422,0.801532526,0.552394614,0.447498333,0.220308836,0.779687156,0.391778202
757,20190506,0.192367806,0.807549085,0.548781223,0.451135669,0.188956617,0.811038354,0.426486923
758,20190506,0.207914021,0.791331093,0.546265527,0.452979587,0.214251104,0.785658274,0.403624209
759,20190506,0.82829756,0.480916734,0.518256695,0.177512656,0.822410591,0.383482839,0.616440408
760,20190506,0.165498458,0.834144656,0.454735694,0.54490742,0.167964799,0.832022651,0.3939106
761,20190506,0.827594105,0.500634454,0.498502916,0.179048176,0.820890341,0.361450035,0.638488482
762,20190506,0.208166263,0.791456857,0.486944942,0.512678178,0.258735243,0.741258199,0.380413988
763,20190506,0.824848703,0.493622416,0.504578001,0.195346932,0.804489017,0.393734745,0.606101205
764,20190506,0.793031862,0.498307348,0.494079551,0.205948538,0.793677197,0.421649271,0.577976464
765,20190506,0.828858236,0.468108206,0.529489759,0.197713301,0.801830371,0.381103509,0.618440163
766,20190506,0.058428199,0.921939072,0.112529341,0.867835297,0.134914007,0.861238968,0.232243846
767,20190506,0.117353915,0.882004585,0.324988063,0.674370437,0.158354304,0.84162256,0.286726042
768,20190506,0.11789564,0.877797963,0.333740697,0.661952906,0.118725132,0.881244783,0.293016734
769,20190506,0.1771677,0.821997292,0.48967255,0.509492391,0.193201205,0.806716786,0.378594659
770,20190506,0.187761443,0.81144998,0.460845503,0.538364897,0.210419867,0.789505469,0.403729408
771,20190506,0.18731937,0.811389683,0.481359533,0.517349519,0.225983098,0.773841774,0.40968864
772,20190506,0.188855075,0.81107779,0.562373414,0.437559451,0.19156463,0.808431695,0.393767096
773,20190506,0.144675202,0.854405116,0.429865488,0.569214727,0.170955819,0.828971274,0.352143605
774,20190506,0.827304682,0.509212037,0.490775624,0.187362554,0.812636467,0.373582745,0.626416276
775,20190506,0.809954203,0.477087794,0.510474914,0.227100567,0.771463718,0.406189975,0.592374311
776,20190506,0.819988495,0.444975735,0.553074232,0.210013156,0.789820131,0.388679488,0.611153799
777,20190506,0.802590348,0.48050152,0.516618625,0.2041433,0.795658615,0.397529721,0.602272194
778,20190506,0.173517537,0.824618312,0.462308692,0.535827157,0.206175888,0.793609393,0.393182605
779,20190506,0.808131169,0.481895547,0.517581757,0.196952895,0.802978242,0.380414594,0.619516543
780,20190506,0.800818053,0.481528538,0.516596763,0.220784338,0.779087168,0.408800763,0.591070743
781,20190506,0.190836929,0.808592769,0.482576447,0.516853251,0.202046428,0.797883644,0.400613058
782,20190506,0.833515908,0.496468356,0.503429554,0.175502068,0.824487405,0.346504088,0.653485385
783,20190506,0.190871394,0.807654416,0.466233319,0.532292491,0.228056376,0.771839462,0.414737307
784,20190513,0.174661178,0.82516852,0.487353311,0.512476388,0.186546401,0.813200669,0.355756494
785,20190513,0.834552568,0.464496293,0.535109797,0.189250939,0.809732271,0.357001899,0.641981311
786,20190513,0.815927293,0.478366226,0.520983861,0.193578458,0.805682511,0.367559193,0.631701776
787,20190513,0.182152182,0.817704012,0.462013543,0.537842651,0.202838401,0.796920902,0.377500943
788,20190513,0.835113687,0.482418494,0.517442103,0.172526258,0.827219477,0.356482209,0.643263527
789,20190513,0.17749072,0.822254467,0.464226134,0.535519053,0.220602019,0.778881863,0.382765731
790,20190513,0.802800366,0.497811081,0.500180365,0.191291918,0.806804283,0.369351434,0.628744767
791,20190513,0.205602775,0.794218503,0.54381729,0.456003987,0.209117447,0.790610046,0.379662497
792,20190513,0.141932182,0.857906424,0.427627583,0.572211023,0.162671496,0.837096281,0.330469516
793,20190513,0.823499418,0.492246932,0.507395816,0.177153988,0.822372985,0.349302977,0.650223996
794,20190513,0.829900048,0.497094886,0.502788908,0.175568711,0.824245359,0.345719882,0.654094188
795,20190513,0.117865717,0.881958075,0.327346654,0.672477138,0.14107411,0.85879793,0.260911881
796,20190513,0.197714886,0.802013457,0.466613455,0.533114888,0.200358961,0.799252338,0.35645773
797,20190513,0.187713362,0.812074217,0.478008046,0.521779533,0.22224828,0.777325628,0.389607908
798,20190513,0.829237966,0.505465382,0.494532664,0.182113081,0.817883792,0.357441137,0.642555736
799,20190513,0.824689469,0.440273647,0.559394956,0.209713183,0.789794742,0.380916725,0.6185912
800,20190513,0.805507417,0.477811296,0.521764078,0.213320208,0.78624205,0.381814417,0.617747841
801,20190513,0.826024107,0.474074674,0.521912872,0.210321704,0.785024848,0.379316785,0.616029768
802,20190513,0.835816603,0.492623669,0.507360926,0.169299541,0.830654242,0.332219632,0.667734152
803,20190513,0.206113253,0.793753114,0.484101021,0.515765346,0.254714355,0.745227276,0.369249544
804,20190513,0.182781261,0.817104128,0.481902487,0.517982901,0.191500492,0.808308231,0.356671134
805,20190513,0.81189286,0.482782532,0.517079308,0.190518945,0.809232864,0.349186069,0.650565741
806,20190513,0.193459311,0.806490963,0.550021441,0.449928833,0.213452236,0.786511756,0.369960527
807,20190513,0.185954723,0.814020071,0.560220172,0.439754622,0.182208004,0.817772418,0.366344808
808,20190513,0.163405757,0.836519474,0.451319779,0.548605452,0.165238213,0.834693673,0.370305436
809,20190513,0.055000349,0.940690983,0.111726823,0.883964509,0.116788061,0.873138371,0.204182181
810,20190513,0.190660991,0.809305694,0.54668049,0.453286196,0.186795041,0.813176404,0.403282519
811,20190513,0.115179228,0.884421131,0.327605267,0.671995092,0.114104276,0.88563013,0.267427193
812,20190520,0.836332995,0.462504782,0.537190385,0.199809956,0.799213413,0.374738225,0.624285144
813,20190520,0.815121097,0.479654431,0.519871634,0.208916259,0.790340229,0.391407288,0.6078492
814,20190520,0.830193801,0.488861624,0.510892135,0.19599011,0.803519059,0.387956744,0.611552425
815,20190520,0.828564502,0.473447851,0.523941487,0.218680256,0.776738614,0.398268704,0.597150166
816,20190520,0.191856834,0.8081006,0.548235573,0.451721861,0.223723947,0.7762432,0.392899792
817,20190520,0.184390127,0.815592508,0.558351541,0.441631094,0.192219988,0.807759222,0.3884372
818,20190520,0.161578895,0.838375705,0.448466309,0.551488292,0.173672291,0.826251391,0.388583117
819,20190520,0.202284464,0.797600792,0.480223521,0.519661736,0.260054768,0.739889587,0.382019474
820,20190520,0.172649378,0.827228928,0.484970041,0.514908265,0.195129836,0.804620734,0.374929635
821,20190520,0.053850226,0.943133615,0.109563739,0.887420101,0.125723998,0.86445916,0.226284864
822,20190520,0.188999113,0.810974717,0.544628049,0.455345781,0.196529638,0.803439963,0.423213361
823,20190520,0.113410864,0.886371025,0.323600184,0.676181705,0.119991213,0.879759042,0.281936505
824,20190520,0.203304142,0.796559469,0.541131031,0.45873258,0.218998031,0.78073434,0.401800949
825,20190520,0.140222682,0.859671168,0.425562789,0.574331062,0.169881992,0.829887829,0.346505083
826,20190520,0.83486034,0.492025216,0.507961819,0.175552142,0.82440505,0.345037073,0.654920119
827,20190520,0.115374119,0.884477525,0.325835783,0.674015861,0.147455747,0.852402187,0.277752451
828,20190520,0.807895012,0.49770428,0.500656137,0.210424983,0.787712268,0.426713866,0.571423385
829,20190520,0.82600578,0.436540017,0.563225698,0.215341587,0.784166416,0.388938521,0.610567808
830,20190520,0.815421328,0.470302297,0.529452108,0.217443514,0.782132426,0.397675806,0.601900133
831,20190520,0.829730586,0.503695975,0.496302658,0.18858091,0.811416746,0.371425665,0.628571991
832,20190520,0.181250713,0.818545755,0.459293794,0.540502674,0.210817054,0.788813412,0.396175407
833,20190520,0.183820275,0.816027461,0.474857139,0.524990597,0.229416667,0.77022514,0.40600622
834,20190520,0.179796339,0.820129417,0.47878967,0.521136086,0.207430208,0.792371809,0.395055046
835,20190520,0.816139872,0.480557415,0.519334243,0.201426998,0.798329853,0.378340842,0.62141601
836,20190520,0.177266183,0.822616715,0.456572969,0.543309929,0.216226094,0.783517302,0.398216832
837,20190520,0.8336944,0.480802407,0.519109359,0.185617529,0.814132477,0.375929263,0.623820743
838,20190520,0.174343623,0.825481279,0.459394646,0.540430256,0.218081033,0.781408264,0.393253658
839,20190520,0.830671084,0.494808504,0.505111507,0.181512673,0.818265961,0.359468838,0.640309797
840,20190527,0.138279625,0.861631797,0.419977853,0.579933569,0.169354099,0.829706996,0.343127366
841,20190527,0.17383735,0.826069026,0.448571098,0.551335279,0.215295045,0.783806373,0.39211206
842,20190527,0.840222284,0.472695661,0.527258213,0.184721999,0.814413377,0.375075825,0.624059551
843,20190527,0.168202784,0.831614079,0.449039822,0.550777041,0.216079731,0.78191224,0.388521625
844,20190527,0.829229206,0.430652946,0.569156578,0.214891838,0.783213431,0.387276849,0.610828421
845,20190527,0.823667525,0.459599946,0.540216702,0.209342828,0.788807281,0.388318966,0.609831143
846,20190527,0.176561065,0.823373968,0.468029007,0.531906026,0.208361662,0.791096945,0.390887102
847,20190527,0.823163599,0.469598844,0.53034077,0.195819202,0.803590994,0.369978409,0.629431787
848,20190527,0.838538391,0.45546445,0.544302463,0.198755198,0.798168064,0.371331647,0.625591615
849,20190527,0.81861205,0.470703344,0.528909637,0.207175653,0.789956494,0.386209157,0.61092299
850,20190527,0.182199907,0.817776356,0.551984475,0.447991788,0.193222556,0.806708191,0.386817972
851,20190527,0.157354737,0.842604181,0.43689198,0.563066938,0.172208253,0.827416538,0.386773789
852,20190527,0.798543717,0.488478721,0.510081013,0.214949543,0.777580219,0.422594458,0.569935304
853,20190527,0.05353025,0.94407715,0.10692144,0.89068596,0.124813609,0.853767667,0.21958786
854,20190527,0.185199248,0.814773791,0.534921066,0.465051973,0.196373513,0.803522343,0.422069069
855,20190527,0.110529359,0.889299805,0.312737787,0.687091377,0.118262589,0.877245677,0.280247934
856,20190527,0.199865601,0.800043852,0.476025627,0.523883827,0.259742799,0.740020476,0.37274547
857,20190527,0.11278129,0.887097527,0.32205712,0.677821697,0.146219445,0.853204018,0.267579018
858,20190527,0.19103973,0.808922536,0.544368451,0.455593815,0.225294081,0.774604724,0.390980753
859,20190527,0.822646753,0.486915758,0.512875544,0.201082322,0.796921802,0.384014344,0.61398978
860,20190527,0.837575693,0.486997481,0.512990523,0.174533962,0.825363452,0.341106039,0.658791376
861,20190527,0.832839331,0.488795085,0.511148154,0.180752234,0.818530342,0.35601172,0.643270857
862,20190527,0.831322406,0.498118747,0.501880275,0.188439043,0.811553725,0.368373306,0.631619462
863,20190527,0.170067804,0.829830998,0.478084329,0.521814473,0.195119918,0.80401525,0.371423114
864,20190527,0.176047551,0.823795367,0.44723736,0.552605559,0.212814155,0.785799494,0.392420125
865,20190527,0.187138039,0.812728599,0.471842209,0.528024429,0.248331705,0.75020131,0.416007096
866,20190527,0.200135123,0.799751741,0.5330452,0.466841664,0.2194909,0.779714331,0.398187065
867,20190527,0.828462872,0.467897364,0.529448972,0.217636286,0.769750519,0.389991943,0.597394862
868,20190603,0.809338877,0.466662891,0.524285752,0.217573706,0.780034268,0.386625831,0.610982144
869,20190603,0.192827996,0.807116275,0.549915653,0.450028618,0.193642868,0.806348049,0.387650076
870,20190603,0.207227738,0.792219971,0.528355481,0.471092228,0.211408857,0.788448362,0.392424619
871,20190603,0.20699579,0.792759464,0.471600575,0.528154679,0.236534957,0.763444263,0.348959227
872,20190603,0.178243144,0.821143586,0.475338906,0.524047824,0.189508518,0.810357813,0.365053343
873,20190603,0.815000743,0.484120812,0.514501913,0.190076347,0.809659176,0.373815867,0.625919656
874,20190603,0.793888171,0.489387009,0.50445978,0.205707814,0.79349039,0.404818805,0.594379399
875,20190603,0.821400248,0.466695426,0.532879563,0.185186844,0.81467509,0.362530424,0.63733151
876,20190603,0.81451294,0.457315082,0.541308007,0.200296296,0.799473121,0.380288065,0.619481352
877,20190603,0.828637321,0.45433774,0.543849693,0.188597943,0.810810238,0.359151586,0.640256595
878,20190603,0.202984245,0.796931755,0.542327792,0.457588209,0.220689608,0.779297491,0.385375749
879,20190603,0.190604743,0.809320424,0.532727667,0.4671975,0.189600789,0.810385412,0.416880391
880,20190603,0.07483643,0.910781008,0.126602602,0.859014836,0.139836004,0.854573675,0.233933769
881,20190603,0.121588518,0.877908386,0.307006813,0.692490091,0.146907715,0.853018084,0.261784727
882,20190603,0.1124989,0.884426193,0.313078366,0.683846728,0.114183155,0.885723103,0.273610857
883,20190603,0.161775968,0.837958008,0.436680811,0.563053166,0.166305937,0.833662187,0.380159746
884,20190603,0.189284697,0.809622569,0.450687679,0.548219586,0.209268246,0.790514366,0.386633977
885,20190603,0.824962358,0.484148053,0.515259517,0.176790331,0.823121971,0.348823547,0.651088754
886,20190603,0.823026061,0.494211391,0.50578293,0.183951691,0.816047917,0.362253036,0.637746573
887,20190603,0.147597317,0.851724939,0.419283721,0.580038535,0.166352977,0.83352299,0.336113301
888,20190603,0.18212302,0.81728359,0.444595869,0.554810742,0.213377749,0.786472622,0.390559609
889,20190603,0.202254555,0.796842775,0.469412888,0.529684441,0.231752254,0.76804351,0.401389905
890,20190603,0.185451676,0.81415479,0.469693055,0.529913411,0.202291788,0.797600107,0.386683298
891,20190603,0.829748542,0.483067388,0.51685555,0.172319192,0.827657002,0.335890418,0.664085776
892,20190603,0.831015472,0.471870413,0.527519224,0.183000644,0.816883002,0.377233789,0.622649857
893,20190603,0.818380253,0.426154692,0.572476114,0.203147024,0.796562694,0.373359458,0.62635026
894,20190603,0.809399886,0.468899125,0.529099328,0.200942624,0.798670614,0.384413795,0.615199444
895,20190603,0.1789046,0.819769793,0.446304464,0.552369929,0.206314019,0.793396668,0.37848199
896,20190610,0.800979467,0.490626289,0.506517169,0.213467329,0.784631357,0.413988413,0.584110273
897,20190610,0.179587134,0.820175303,0.45403262,0.545729817,0.212591773,0.787173723,0.385982821
898,20190610,0.823731527,0.485173967,0.514581415,0.19249987,0.80727909,0.374187612,0.625591349
899,20190610,0.173145186,0.826370306,0.454330574,0.545184918,0.214430149,0.78509835,0.38137416
900,20190610,0.830000653,0.49939111,0.500606161,0.18815365,0.811843231,0.363517217,0.636479664
901,20190610,0.140826514,0.85891976,0.422253594,0.577492679,0.169888252,0.829893578,0.338364867
902,20190610,0.195058072,0.804879933,0.549731724,0.45020628,0.22999153,0.769976758,0.39245983
903,20190610,0.200149801,0.799692691,0.46880593,0.531036561,0.253487246,0.746453497,0.364320113
904,20190610,0.20377887,0.795956104,0.536898612,0.462836362,0.218257323,0.781484934,0.39133417
905,20190610,0.187023847,0.812947754,0.558513159,0.441458443,0.194344785,0.805635384,0.381612383
906,20190610,0.161494411,0.838391998,0.443886325,0.556000085,0.172123253,0.827816818,0.380663241
907,20190610,0.173192464,0.826548,0.481196502,0.518543962,0.194756438,0.805005046,0.365598189
908,20190610,0.826306118,0.432635678,0.566845345,0.20898079,0.790548627,0.373988585,0.625540832
909,20190610,0.830104653,0.456046544,0.5434001,0.200474449,0.799096618,0.375475226,0.624095842
910,20190610,0.829831223,0.491500266,0.508287898,0.182495652,0.81731574,0.350682694,0.649128698
911,20190610,0.184991542,0.814843634,0.477791586,0.52204359,0.208336542,0.791472324,0.383916314
912,20190610,0.826574654,0.47110512,0.52868633,0.186477588,0.813278276,0.355388833,0.64436703
913,20190610,0.190645145,0.808903197,0.460710369,0.538837973,0.242810103,0.756847906,0.407653672
914,20190610,0.198354988,0.801244236,0.478557551,0.521041673,0.238966492,0.760694293,0.404203412
915,20190610,0.836381497,0.48664099,0.513329431,0.174151006,0.82581037,0.336268168,0.663693208
916,20190610,0.11099863,0.888770442,0.314834275,0.684934797,0.138586057,0.861247947,0.249983448
917,20190610,0.82519768,0.485944996,0.513577958,0.201729731,0.797806474,0.37842774,0.621108465
918,20190610,0.836661416,0.457156658,0.542190104,0.195232018,0.803768684,0.363462777,0.635537925
919,20190610,0.816358527,0.476954903,0.522122532,0.204170413,0.795131136,0.379590301,0.619711247
920,20190610,0.056334789,0.936636045,0.110039495,0.882931339,0.13056691,0.860156434,0.222999756
921,20190610,0.190156861,0.809802399,0.541986899,0.457972361,0.196466134,0.803508999,0.415560961
922,20190610,0.111727674,0.887583839,0.317754378,0.681557136,0.118026058,0.881771249,0.276043588
923,20190610,0.818919274,0.474163954,0.520572496,0.220724897,0.774880535,0.384935566,0.610669866
924,20190617,0.144582742,0.855311024,0.421424975,0.578468791,0.17973371,0.820024028,0.346017242
925,20190617,0.817140588,0.437700575,0.56204531,0.227303823,0.772197977,0.394620553,0.604881248
926,20190617,0.817895002,0.463468498,0.536308684,0.216015291,0.78351286,0.381678072,0.617850079
927,20190617,0.117788646,0.882087644,0.312855258,0.687021031,0.156814317,0.843004834,0.2668759
928,20190617,0.82915514,0.496028323,0.503970314,0.192791429,0.807204677,0.368034173,0.631961933
929,20190617,0.815282779,0.488598444,0.511146386,0.201934822,0.797533298,0.375391123,0.624076996
930,20190617,0.816238471,0.477824046,0.519528307,0.233881474,0.761336212,0.399661142,0.595556544
931,20190617,0.189007306,0.810899875,0.457465085,0.542442096,0.233144902,0.766589902,0.402576192
932,20190617,0.817597993,0.48482473,0.515098603,0.210925222,0.788812344,0.388436634,0.611300932
933,20190617,0.179536388,0.82031402,0.456246735,0.543603673,0.227231786,0.772223504,0.393149299
934,20190617,0.190083244,0.809829363,0.480027124,0.519885483,0.225531323,0.774259089,0.396839683
935,20190617,0.818840165,0.473361189,0.526538674,0.219375016,0.780397401,0.38328126,0.616491157
936,20190617,0.19275725,0.807069548,0.459404664,0.540422134,0.221105142,0.778536908,0.388196365
937,20190617,0.204189789,0.795645635,0.482631903,0.517203521,0.25061287,0.749008981,0.414421
938,20190617,0.19645092,0.803505666,0.549074026,0.45088256,0.233327388,0.766638909,0.3967158
939,20190617,0.207572537,0.792292018,0.536376559,0.463487996,0.227828283,0.771894225,0.39996867
940,20190617,0.828075351,0.461976542,0.537669264,0.20945009,0.789551548,0.375136551,0.623865087
941,20190617,0.812796043,0.476541859,0.523012083,0.211217008,0.787997496,0.385096796,0.614117708
942,20190617,0.215330206,0.784581517,0.469785784,0.530125939,0.290590207,0.709330688,0.401033201
943,20190617,0.176967718,0.822911029,0.480525093,0.519353655,0.204460598,0.795279027,0.373755318
944,20190617,0.836650977,0.481896407,0.518087222,0.181165985,0.818783192,0.342994541,0.656954635
945,20190617,0.188119479,0.811855555,0.557671279,0.442303756,0.197843311,0.802136619,0.384557655
946,20190617,0.163196917,0.836754919,0.442794162,0.557157675,0.176577029,0.823351313,0.380666742
947,20190617,0.059523535,0.937341988,0.112575417,0.884290107,0.136246522,0.853773183,0.230774361
948,20190617,0.191594582,0.808376325,0.541065684,0.458905223,0.201126195,0.798846829,0.416965017
949,20190617,0.113866159,0.885927109,0.316790501,0.683002768,0.122455952,0.877318903,0.275809141
950,20190617,0.78678549,0.500810295,0.497512821,0.231008476,0.766861057,0.425299054,0.572570479
951,20190617,0.82922058,0.488513473,0.5113992,0.184783323,0.815024372,0.353145464,0.646662231
952,20190624,0.196430575,0.803507577,0.474664108,0.525274044,0.203990139,0.795798031,0.359050937
953,20190624,0.796187686,0.476800281,0.523131649,0.206330715,0.793382895,0.353381593,0.646332017
954,20190624,0.134968836,0.864897678,0.316915488,0.682951027,0.143723113,0.856064046,0.241632063
955,20190624,0.808488156,0.446508157,0.553268601,0.216973627,0.782494285,0.374934324,0.624533588
956,20190624,0.810182929,0.462762609,0.537004365,0.199000032,0.80044694,0.351886416,0.647560556
957,20190624,0.80380454,0.487711469,0.509351783,0.226345416,0.768296892,0.380301405,0.614340902
958,20190624,0.062587181,0.934691494,0.114573573,0.882705103,0.128157539,0.860592107,0.214111015
959,20190624,0.192675996,0.807291732,0.536997898,0.46296983,0.191257887,0.808703756,0.39363343
960,20190624,0.116471026,0.88331717,0.313800681,0.685987515,0.11590426,0.883868867,0.255755306
961,20190624,0.822440907,0.465301523,0.534426051,0.199761584,0.798997796,0.354823962,0.643935419
962,20190624,0.809905203,0.469461459,0.530065315,0.202709973,0.796541115,0.360015388,0.6392357
963,20190624,0.823839176,0.496775654,0.503223568,0.188768154,0.81122757,0.356156044,0.643839681
964,20190624,0.198523453,0.801434561,0.548281676,0.451676338,0.226100071,0.773864227,0.379911625
965,20190624,0.200064526,0.799831074,0.460847339,0.539048261,0.217688412,0.782023977,0.373172138
966,20190624,0.809962146,0.479231426,0.520678163,0.19884842,0.800861677,0.362730219,0.636979877
967,20190624,0.188532956,0.811256782,0.462802704,0.536987033,0.21658572,0.78283891,0.371822248
968,20190624,0.827026482,0.487657011,0.512279848,0.178200282,0.821575938,0.33981456,0.65996166
969,20190624,0.786780554,0.489495544,0.508748917,0.206739022,0.790567927,0.377747339,0.61955961
970,20190624,0.21407116,0.785801842,0.536772658,0.463100345,0.21905839,0.78062873,0.379742574
971,20190624,0.829619566,0.484129508,0.515855092,0.177533396,0.82241625,0.331912334,0.668037312
972,20190624,0.247465686,0.752421723,0.48777763,0.512109779,0.284630343,0.715258981,0.392217178
